Generation;AvgFitness;MaxFitness;MinFitness;StdDevFitness;AvgStamina;MaxStamina;MinStamina;StdDevStamina;AvgSpeed;MaxSpeed;MinSpeed;StdDevSpeed;AvgEatNeed;MaxEatNeed;MinEatNeed;StdDevEatNeed;AvgFatSave;MaxFatSave;MinFatSave;StdDevFatSave
2;107,0464;147,6673;76,0722;20,6104;4,0568;5,0000;0,5763;1,0326;14,8378;20,0635;5,0000;4,1005;2,9406;6,0000;2,0000;0,8713;0,5770;0,8674;0,0403;0,2250
3;106,9659;147,6673;77,1753;19,9660;4,1293;5,0000;0,5000;0,9060;14,4094;20,0635;5,0000;4,3397;2,6597;4,6397;2,0000;0,5485;0,5828;1,0000;0,0000;0,2195
4;112,6680;147,6673;81,9655;19,9964;4,2846;5,1450;1,7206;0,8477;15,3009;20,1593;5,0000;4,4397;2,5692;4,1974;2,0000;0,4502;0,5315;1,0999;-0,0873;0,2457
5;117,0879;147,6673;84,0526;18,2991;4,4296;5,0000;2,1945;0,7261;15,7746;20,0635;5,0000;4,3154;2,5443;4,5059;2,0000;0,4521;0,5189;0,8862;0,0577;0,1988
6;119,9800;148,5443;88,8407;19,6526;4,5656;5,0000;2,6266;0,6279;16,4157;20,0635;5,0000;3,7351;2,4907;3,9820;2,0000;0,3924;0,4517;0,7895;0,0376;0,2056
7;124,8780;149,9778;96,3329;17,0878;4,6920;5,0000;3,1829;0,4359;17,2964;20,0635;4,8127;3,0720;2,5026;3,8783;1,9774;0,3959;0,5061;0,8514;0,2240;0,1859
8;132,1808;152,9240;102,6211;16,4442;4,7901;5,0000;4,1615;0,2545;18,0280;20,0635;4,9777;2,9448;2,3854;3,3387;1,9774;0,3150;0,4774;0,8934;0,1324;0,1896
9;133,9275;152,9240;103,8913;15,0672;4,7325;5,0000;3,9785;0,2814;18,4797;20,0000;5,0000;2,9239;2,3075;3,2697;1,9410;0,2792;0,5110;0,8328;0,2834;0,1690
10;135,9919;152,9240;106,5886;13,7502;4,7176;5,0000;3,7708;0,3264;19,3735;20,1470;15,1567;1,4283;2,2704;2,6706;2,0000;0,2185;0,5605;0,9031;0,1527;0,2103
11;139,5551;152,9240;118,2045;11,4356;4,8472;5,0000;4,3189;0,1655;19,5807;20,0000;15,3473;0,9725;2,2374;2,6550;2,0000;0,1825;0,5443;1,0807;0,1316;0,2280
12;138,1378;152,9240;116,7751;11,7879;4,8414;5,0000;4,3963;0,1567;19,3805;20,0000;15,3473;1,0487;2,2067;2,5235;2,0000;0,1742;0,5152;1,0000;0,0262;0,2175
13;141,3635;153,3121;112,3535;10,3342;4,8895;5,1027;4,4915;0,1361;19,4872;20,0605;16,4866;0,9817;2,3018;2,5292;2,0000;0,1418;0,5261;1,1045;0,0000;0,2583
14;142,5070;153,3683;117,6349;10,0289;4,8943;5,0765;4,5704;0,1312;19,4929;20,1227;16,5586;0,8741;2,3157;2,6069;2,0375;0,1342;0,5654;1,1045;0,0931;0,2182
15;146,8199;153,4404;127,7426;6,3529;4,9051;5,0514;4,5979;0,1231;19,7096;20,1381;17,0933;0,6500;2,3412;2,8021;2,0758;0,1392;0,6273;1,0000;0,0453;0,2177
16;146,3502;153,4404;128,9046;7,0019;4,9074;5,0000;4,4972;0,1273;19,6904;20,0000;17,0933;0,5874;2,3334;2,9027;2,0335;0,1583;0,6727;1,0000;0,0453;0,2090
17;146,3144;153,4404;123,5901;7,5745;4,9004;5,1450;4,4972;0,1297;19,8360;20,0768;17,8424;0,4011;2,3772;2,9370;2,0817;0,1682;0,6200;1,0000;0,0453;0,2242
18;146,6823;153,4404;119,3152;7,4725;4,8840;5,0748;4,4152;0,1704;19,8739;20,0000;19,1771;0,2111;2,3889;2,8647;2,1156;0,1855;0,5358;1,0000;0,0351;0,2615
19;145,9519;153,4404;116,3467;9,6377;4,8914;5,1372;4,3610;0,1813;19,9195;20,0000;19,0860;0,1540;2,3656;3,0393;2,0710;0,2202;0,4963;1,0000;0,0000;0,3119
20;144,0999;153,4404;116,3467;11,2915;4,9070;5,0225;4,3610;0,1653;19,9470;20,0000;19,6410;0,0802;2,4285;3,1707;2,0582;0,2644;0,4940;1,0000;0,0000;0,3381
21;147,5500;153,5147;122,6505;9,3061;4,9711;5,0225;4,7917;0,0548;19,9699;20,1440;19,7707;0,0569;2,3790;3,3492;2,0000;0,2509;0,3761;1,0000;-0,0851;0,3218
22;147,3787;153,5270;123,6512;8,4583;4,9658;5,0225;4,8370;0,0455;19,9723;20,1932;19,7597;0,0738;2,4054;3,6631;2,0991;0,3177;0,3941;0,9601;0,0000;0,3105
23;148,2680;153,5270;126,6132;7,8723;4,9771;5,0524;4,7999;0,0434;19,9461;20,0000;19,7442;0,0728;2,3616;4,3182;2,0000;0,3264;0,3991;1,0000;0,0000;0,3486
24;148,2672;153,5270;131,7834;7,1469;4,9824;5,0225;4,9168;0,0256;19,9536;20,1375;19,8031;0,0684;2,3915;5,1682;2,1523;0,4661;0,3785;1,0000;0,0000;0,3217
25;149,0341;153,5276;127,5351;7,2180;4,9893;5,1008;4,8417;0,0377;19,9747;20,0000;19,7928;0,0423;2,3082;2,5037;2,1002;0,0946;0,3472;1,0000;0,0000;0,2763
26;147,3927;153,5276;128,6731;7,6506;4,9855;5,1882;4,8054;0,0482;19,9657;20,0248;19,7366;0,0565;2,3196;2,5423;2,1002;0,1009;0,3526;1,0000;-0,0017;0,2584
27;147,3315;153,5276;127,7749;7,4877;4,9806;5,0073;4,7703;0,0425;19,9559;20,0000;19,6275;0,0800;2,2993;2,5455;2,1002;0,1023;0,3579;1,0000;0,0000;0,2611
28;147,3494;153,5276;128,4822;8,1352;4,9971;5,1263;4,9427;0,0252;19,9752;20,0000;19,8206;0,0471;2,2528;2,5143;2,0069;0,1052;0,3389;0,9426;0,0000;0,2637
29;150,9443;153,5295;133,8040;4,7257;4,9943;5,1263;4,7980;0,0452;19,9867;20,0813;19,8843;0,0376;2,2435;2,4421;1,9422;0,0990;0,2411;0,9419;0,0000;0,2183
30;150,7910;153,5295;133,8040;5,4180;4,9935;5,0000;4,8831;0,0201;19,9820;20,0000;19,8741;0,0360;2,2566;2,5223;2,0377;0,0973;0,2843;1,0177;0,0000;0,2405
31;150,4144;153,5295;129,3314;5,6239;5,0015;5,0746;4,9641;0,0175;19,9787;20,0000;19,8587;0,0388;2,2887;2,5482;2,1002;0,1112;0,2411;0,7182;-0,0730;0,2031
32;149,0737;153,5304;128,9862;7,6186;4,9964;5,0448;4,9027;0,0183;19,9806;20,1206;19,8150;0,0510;2,2598;2,4924;2,0806;0,1102;0,2548;1,1091;-0,0520;0,2330
33;150,0347;153,5304;128,6619;7,4057;4,9923;5,0448;4,8757;0,0292;19,9867;20,0000;19,8825;0,0285;2,2341;2,4767;1,9309;0,1054;0,2473;1,1091;0,0000;0,2058
34;150,3862;153,5304;132,5287;5,8297;4,9809;5,0000;4,7992;0,0418;19,9799;20,0000;19,8288;0,0399;2,2499;2,3748;2,0000;0,0915;0,2291;0,8459;0,0007;0,1844
35;151,3476;153,5304;132,7368;4,5239;4,9704;5,0000;4,7992;0,0515;19,9731;20,0000;19,7987;0,0546;2,2511;2,4368;1,9742;0,1062;0,2347;0,8459;0,0000;0,2199
36;152,4863;153,5335;137,9725;2,5625;4,9843;5,0000;4,8655;0,0352;19,9789;20,0000;19,7674;0,0493;2,2380;2,3738;2,0000;0,0942;0,2052;0,5782;0,0000;0,1488
37;152,2665;153,5337;147,1218;2,0193;4,9772;5,0000;4,7081;0,0554;19,9941;20,1850;19,8770;0,0400;2,2331;2,4629;2,0553;0,1038;0,2461;0,5301;0,0000;0,1344
38;152,4356;153,5337;145,1252;2,0177;4,9928;5,1506;4,9273;0,0336;20,0041;20,1848;19,9819;0,0357;2,2163;2,4654;2,0134;0,1203;0,2021;0,4618;0,0000;0,1206
39;152,3575;153,5337;145,1252;2,3072;4,9920;5,0000;4,9334;0,0164;19,9949;20,0183;19,9496;0,0106;2,2034;2,5460;1,8623;0,1412;0,2148;0,5177;-0,1636;0,1445
40;152,2784;153,5337;142,6345;2,3715;4,9933;5,1700;4,8360;0,0410;19,9958;20,0000;19,9701;0,0065;2,2136;2,4935;2,0000;0,1265;0,2611;0,5721;-0,1636;0,1454
41;152,6286;153,5337;143,5063;1,9178;4,9820;5,0000;4,7834;0,0424;19,9933;20,0000;19,8434;0,0245;2,2134;2,3993;2,0000;0,0896;0,2564;0,6147;-0,1636;0,1446
42;152,4176;153,5337;137,5974;2,7830;4,9916;5,1984;4,8788;0,0418;19,9868;20,0000;19,7754;0,0392;2,2161;2,4489;2,0362;0,0998;0,2323;0,5506;-0,1636;0,1745
43;152,7752;153,5337;147,6519;1,3865;4,9968;5,1984;4,8207;0,0474;19,9784;20,0000;19,7277;0,0511;2,2080;2,5851;2,0000;0,1069;0,2525;0,5974;-0,1636;0,1821
44;152,5040;153,5337;146,5858;1,7660;4,9891;5,1590;4,8413;0,0514;19,9849;20,0000;19,8513;0,0304;2,1946;2,6837;2,0000;0,1100;0,2621;0,6241;-0,1636;0,2064
45;152,6589;153,5337;144,6856;1,9437;4,9856;5,0000;4,8527;0,0325;19,9884;20,0000;19,9230;0,0218;2,1855;2,6902;2,0000;0,1131;0,2515;0,6127;-0,1636;0,2035
46;152,9959;153,5337;146,8842;1,3491;4,9943;5,0416;4,9348;0,0148;19,9867;20,0000;19,8830;0,0255;2,1670;2,6281;2,0000;0,1063;0,2280;0,7214;0,0000;0,2191
47;153,1576;153,5337;147,6290;0,9748;4,9966;5,0974;4,9031;0,0229;19,9885;20,0000;19,8419;0,0282;2,1468;2,6281;2,0000;0,1002;0,2105;0,7475;-0,0015;0,2066
48;152,8593;153,5337;146,8320;1,2663;4,9846;5,0239;4,7956;0,0381;19,9741;20,0000;19,8108;0,0434;2,1467;2,7917;2,0000;0,1232;0,2111;0,9549;0,0000;0,2690
49;152,1878;153,5337;146,9762;2,1130;4,9847;5,0005;4,8025;0,0355;19,9690;20,0923;19,8166;0,0547;2,1816;2,7346;2,0000;0,1757;0,1352;0,9519;-0,1807;0,2483
0;8,0845;35,5176;-3,5778;8,7340;2,4241;4,8272;0,6357;1,3423;12,0743;19,4978;5,0139;4,7072;4,0779;5,8443;2,0317;0,9960;0,5080;0,9910;0,0061;0,2876
1;94,8537;125,5065;78,4830;10,7667;3,1734;4,9008;0,5000;1,3352;13,3803;19,7385;5,0000;4,5287;3,9279;5,9562;2,0000;1,0066;0,5084;1,0000;0,0645;0,2324
2;98,2980;125,5065;79,7705;10,9610;3,1806;4,9008;0,5000;1,3488;14,7030;20,0000;5,0000;3,4645;3,5804;5,8564;2,0000;1,0770;0,5448;1,0000;0,1491;0,2239
3;101,9135;125,5065;80,4236;12,7673;3,6280;5,0000;0,5000;1,3103;15,1478;19,7385;5,0000;2,9220;3,7739;5,8564;2,0000;1,0610;0,5143;1,0000;0,2098;0,2255
4;108,9287;146,9479;83,8031;14,7818;3,9649;5,0000;0,5000;1,1537;16,2878;20,0000;11,6550;2,4175;3,5811;6,0061;2,0000;1,0712;0,5512;1,1779;0,0000;0,2682
5;117,1530;150,0677;84,6692;17,8275;4,1374;5,0000;0,5000;1,1513;16,9054;20,0000;11,4430;2,5944;3,2985;6,0000;2,0000;0,9615;0,5072;1,0000;0,0000;0,2536
6;123,4587;152,2409;84,6692;21,1938;4,2913;5,0000;0,5000;1,2654;17,0048;20,0000;10,8946;2,8580;3,1405;5,2085;1,8842;0,7858;0,5173;0,8657;0,0000;0,1934
7;132,4137;152,2409;84,6692;14,9433;4,6240;5,0294;0,5000;0,7350;17,7835;20,0000;10,6590;2,5250;3,1071;3,9607;2,0000;0,6233;0,5230;0,8613;0,0000;0,1904
8;132,3387;152,3433;85,9924;15,8785;4,5807;5,0006;0,7207;0,8034;18,2501;20,0000;10,7760;2,0664;3,1867;4,2354;2,0000;0,6072;0,4899;0,8178;0,0000;0,1540
9;135,2666;152,3585;88,6749;15,8694;4,6499;5,0006;1,8448;0,5790;18,5634;20,0000;13,9423;1,8232;3,2272;4,4809;1,9384;0,6702;0,4898;0,6882;0,0460;0,1343
10;136,8770;152,3585;98,1936;15,1256;4,6908;5,0006;3,4024;0,4225;18,6303;20,0000;11,9188;1,9669;3,2281;4,1996;2,0000;0,5386;0,5101;0,7995;0,0322;0,1377
11;137,9262;153,1743;114,8989;13,1614;4,7888;5,1411;3,1506;0,3720;19,0379;20,0000;12,4651;1,6409;3,1501;4,0735;2,0000;0,5220;0,5201;0,7130;0,0322;0,1323
12;140,4363;153,1743;112,7975;12,6311;4,7914;5,0000;3,7363;0,2833;19,6515;20,0000;16,5888;0,6769;3,2932;4,4929;2,0000;0,5234;0,5121;0,7311;-0,1926;0,1701
13;140,6721;153,3060;114,1112;12,7127;4,7623;5,0000;3,3162;0,4004;19,6332;20,0000;17,4001;0,6341;3,3023;4,8409;2,0000;0,4839;0,4981;0,8894;-0,1962;0,2207
14;139,4068;153,3060;99,8037;12,9807;4,7666;5,0000;2,6369;0,4629;19,5873;20,0693;17,3546;0,7367;3,3188;4,3430;2,6402;0,3732;0,6128;1,0000;-0,0157;0,1847
15;142,1666;153,3060;100,9418;12,7447;4,8133;5,0000;3,0252;0,3949;19,6625;20,0000;16,5177;0,6894;3,3451;4,6300;2,6402;0,4304;0,6119;0,9675;0,1858;0,1734
16;140,0870;153,3060;93,9870;15,4239;4,6387;5,0000;2,3138;0,6314;19,6301;20,1617;16,5177;0,7763;3,3941;5,1666;2,5100;0,5303;0,6074;0,8886;0,1858;0,1634
17;143,9210;153,4887;116,3094;11,4529;4,6409;5,0000;2,1546;0,7100;19,8584;20,0000;18,3728;0,3314;3,2513;4,5459;2,5121;0,3901;0,5883;0,9453;0,0000;0,2006
18;147,1646;153,4887;114,2229;8,9215;4,8504;5,1882;3,2163;0,3484;19,9400;20,1267;18,8186;0,2037;3,2444;4,0847;2,4207;0,3248;0,5716;0,9439;0,0583;0,1961
19;148,8286;153,4937;111,9963;8,6114;4,9255;5,1882;3,6707;0,2160;19,9889;20,0706;19,6848;0,0513;3,2333;4,0527;2,5489;0,3102;0,5218;0,9439;0,0823;0,2301
20;149,2106;153,4937;131,9269;6,3700;4,9608;5,0000;4,7867;0,0567;19,9837;20,0770;19,6601;0,0618;3,2024;3,9497;2,1382;0,4110;0,5203;1,0000;0,0658;0,2290
21;148,4009;153,4937;132,9105;7,0048;4,9647;5,0960;4,7990;0,0559;19,9852;20,0448;19,7410;0,0442;3,3099;4,8272;2,0000;0,4627;0,5120;1,0000;0,0915;0,2489
22;150,1776;153,4937;127,9275;6,0875;4,9792;5,1404;4,7991;0,0502;19,9943;20,1336;19,9320;0,0271;3,3926;5,5000;2,0000;0,5419;0,5096;1,0000;0,0198;0,2427
23;149,1295;153,4937;133,7334;6,5157;4,9747;5,0000;4,7419;0,0479;19,9891;20,0000;19,9568;0,0117;3,2888;3,9297;2,4259;0,3035;0,4815;1,0000;0,0000;0,2530
24;148,5196;153,5116;130,8297;7,4725;4,9824;5,0119;4,8273;0,0336;19,9920;20,0000;19,9651;0,0096;3,2319;4,0390;2,6984;0,2729;0,4565;0,9194;-0,1328;0,2616
25;149,2447;153,5116;129,9688;7,1135;4,9803;5,0119;4,7855;0,0441;19,9899;20,0272;19,8078;0,0315;3,2616;4,0879;2,6402;0,2665;0,4633;0,9552;0,0000;0,2778
26;150,6765;153,5141;133,5788;5,9935;4,9922;5,0119;4,9181;0,0162;19,9822;20,0567;19,7453;0,0527;3,2573;3,8732;2,8716;0,2273;0,4486;0,9794;-0,0132;0,2805
27;150,8270;153,5141;133,5567;5,7165;4,9932;5,0119;4,8183;0,0285;19,9825;20,0000;19,8383;0,0404;3,2375;3,5742;2,8693;0,1977;0,4874;1,0000;0,0000;0,2562
28;151,4274;153,5153;133,6982;4,9975;4,9975;5,0757;4,8756;0,0253;19,9802;20,0000;19,7860;0,0473;3,2414;3,6242;2,8238;0,2235;0,4516;0,8001;0,0000;0,2712
29;152,3708;153,5287;134,1363;3,0962;4,9961;5,0890;4,7811;0,0400;19,9730;20,0000;19,7763;0,0581;3,1925;3,5665;2,4891;0,2554;0,3543;1,0000;0,0000;0,3098
30;152,8902;153,5287;148,2902;1,0830;4,9852;5,0757;4,7526;0,0537;19,9799;20,0000;19,8649;0,0396;3,1471;3,6563;2,4880;0,2942;0,3195;1,0000;0,0000;0,3333
31;152,7565;153,5287;148,4440;1,2670;4,9797;5,0842;4,7597;0,0630;19,9786;20,1264;19,8177;0,0496;3,0354;3,6123;2,0991;0,3401;0,3791;1,0000;0,0000;0,3546
32;152,8017;153,5290;145,8886;1,4069;4,9964;5,1533;4,9067;0,0321;19,9786;20,0000;19,8846;0,0344;3,0352;3,6123;2,1322;0,3555;0,4647;1,0000;0,0000;0,3430
33;152,9582;153,5290;148,5436;0,9237;5,0011;5,1482;4,9496;0,0249;19,9639;20,0278;19,8128;0,0483;3,0126;4,0507;2,0000;0,3690;0,5143;1,0000;0,0000;0,3579
34;152,9012;153,5290;148,5436;1,0128;5,0014;5,1475;4,9150;0,0339;19,9601;20,0955;19,8325;0,0500;3,0505;3,9057;2,0000;0,3473;0,4709;1,0000;-0,1824;0,3821
35;152,5968;153,5290;135,1241;2,8777;4,9993;5,1475;4,9150;0,0283;19,9689;20,0681;19,8208;0,0406;3,1582;4,3602;2,3561;0,3632;0,5153;1,0000;0,0000;0,3955
36;153,2230;153,5309;151,2291;0,4431;4,9977;5,1320;4,8938;0,0283;19,9829;20,1225;19,9127;0,0344;3,1017;4,0708;2,5886;0,3323;0,6177;1,0000;0,0000;0,3740
37;152,7242;153,5309;134,5126;2,9556;4,9935;5,0850;4,8938;0,0262;19,9797;20,0000;19,8431;0,0327;3,0474;3,8524;2,4078;0,3303;0,6085;1,0000;0,0000;0,3579
38;152,6386;153,5320;134,2986;2,9777;4,9927;5,1023;4,9195;0,0254;19,9821;20,1091;19,7602;0,0504;2,9820;3,6369;2,4068;0,2676;0,6421;1,0000;0,0000;0,3603
39;153,1826;153,5320;151,2988;0,4446;4,9977;5,1405;4,9653;0,0245;19,9675;20,1415;19,6023;0,0840;3,0719;3,9857;2,4068;0,4188;0,6840;1,0000;0,0000;0,3228
40;153,2540;153,5320;151,8185;0,4306;5,0017;5,1683;4,9611;0,0316;19,9720;20,0000;19,6918;0,0741;3,1309;4,0871;2,1783;0,5539;0,7310;1,0000;0,0000;0,2801
41;152,9700;153,5320;149,9204;0,9511;4,9948;5,1683;4,8856;0,0360;19,9671;20,0000;19,6093;0,0907;3,0299;4,2368;2,0000;0,5531;0,7887;1,0000;0,1922;0,1995
42;153,2339;153,5320;152,0225;0,4653;5,0048;5,1988;4,9303;0,0431;19,9690;20,0768;19,7252;0,0761;2,8505;4,1536;2,0000;0,5762;0,7132;1,0000;0,1828;0,2349
43;153,0008;153,5320;150,2003;0,7876;4,9949;5,1988;4,8635;0,0576;19,9722;20,0168;19,7611;0,0583;2,6964;4,0775;2,0000;0,4289;0,6896;1,0000;0,0705;0,2478
44;152,7626;153,5348;147,4547;1,3028;4,9753;5,0000;4,7986;0,0466;19,9748;20,0000;19,7449;0,0596;2,7175;4,4676;2,0000;0,4261;0,7768;1,0000;0,0000;0,2280
45;153,0819;153,5348;151,5711;0,6263;4,9922;5,0000;4,9507;0,0154;19,9497;20,0000;19,6413;0,0937;2,6317;3,2011;2,1773;0,2545;0,8164;1,1471;0,2997;0,2152
46;152,9492;153,5348;151,8469;0,5656;4,9941;5,0846;4,9500;0,0275;19,9448;20,1888;19,6890;0,1001;2,6680;3,3012;2,0618;0,2863;0,7560;1,0000;0,1145;0,2414
47;152,9920;153,5348;150,9523;0,6885;4,9871;5,0000;4,9251;0,0206;19,9585;20,1309;19,5851;0,1048;2,5773;3,2437;2,0000;0,2721;0,8141;1,0000;0,0000;0,2533
48;152,8036;153,5348;149,8931;0,8648;4,9838;5,0000;4,9054;0,0239;19,9317;20,0000;19,4893;0,1316;2,6241;3,0483;2,0110;0,2494;0,7989;1,0000;0,2298;0,2380
49;152,8868;153,5348;150,1775;0,7306;4,9895;5,1659;4,9365;0,0343;19,9476;20,1657;19,4516;0,1144;2,5478;3,0985;2,0000;0,2180;0,7890;1,0000;0,2133;0,2570
0;13,2464;36,9705;2,7441;8,3357;2,6762;4,8345;0,6625;1,2012;14,1909;19,9003;5,8357;4,1618;3,8337;5,9336;2,0030;0,9965;0,5223;0,9889;0,0087;0,2961
1;105,8387;131,9734;82,5065;12,7335;3,5474;5,0505;0,5000;1,3598;15,5538;20,0000;5,0000;3,2738;3,6710;5,1781;2,0000;0,9042;0,4219;1,0000;-0,0758;0,3225
2;110,4594;131,9734;90,2052;11,7322;3,9338;5,0505;1,2862;0,9389;16,1818;20,0000;12,1393;2,4111;3,4894;5,9399;2,0000;1,0822;0,5547;1,0000;0,0518;0,2861
3;115,4866;143,3079;89,5943;11,2819;4,1598;5,0000;2,7423;0,7199;17,0286;20,0000;11,7312;2,0966;3,3778;6,0000;2,0000;1,0501;0,5354;1,0224;0,0002;0,2648
4;116,2697;147,5549;91,7895;13,5037;4,1156;5,0000;1,9569;0,8002;17,1342;20,0000;11,0233;2,2231;3,3724;5,9399;2,0000;1,0288;0,5281;1,0000;0,0000;0,2580
5;119,3702;147,9377;98,8772;12,5938;4,2970;5,0000;2,5186;0,5871;17,1687;20,0556;9,7109;2,5095;3,1557;6,0000;2,0000;0,8234;0,4959;0,9270;0,0000;0,2389
6;125,2157;147,9377;90,8277;13,4987;4,4272;5,0000;3,0736;0,5312;17,8872;20,0556;5,0000;2,8205;3,2497;5,0055;2,0000;0,7281;0,4805;1,0000;0,0000;0,2461
7;128,7490;152,6886;104,9844;13,3037;4,4409;5,0000;2,6207;0,5090;18,1908;20,0000;13,4954;1,8162;3,0400;4,7253;2,1908;0,6233;0,4582;0,9726;0,0000;0,2000
8;129,3483;152,6886;101,5380;13,5083;4,4421;5,0000;2,6835;0,5466;17,7572;20,0000;13,7419;1,9661;3,0083;5,0303;2,0000;0,7344;0,4436;0,7916;0,0000;0,1963
9;135,1978;152,7788;109,0134;12,0871;4,4764;5,0000;2,1314;0,6810;18,4082;20,0000;14,5372;1,5328;3,0186;4,8390;2,0000;0,6978;0,3616;0,7581;0,0000;0,2229
10;137,6396;152,7788;110,5651;11,8208;4,5338;5,0000;1,7532;0,6723;18,7070;20,0923;15,2828;1,2259;2,9587;4,5531;2,0000;0,6296;0,3931;0,9117;0,0000;0,2285
11;139,1804;153,2584;110,5651;10,8045;4,6741;5,0000;1,7532;0,5345;18,8259;20,0923;15,9128;1,2047;3,0487;4,9680;2,0000;0,7047;0,4443;0,9528;0,0000;0,2098
12;142,4384;153,3863;110,1473;10,6844;4,6319;5,0000;1,2179;0,7362;19,0113;20,0923;15,7086;1,1970;3,0206;4,9680;2,0000;0,5427;0,4584;1,1448;0,0000;0,2891
13;143,6517;153,4427;120,8290;8,7422;4,7764;5,0000;3,8140;0,3311;18,9049;20,0923;15,1065;1,3537;2,9648;5,3820;2,0000;0,5391;0,4108;1,0000;-0,0931;0,2498
14;144,8957;153,4427;116,1178;8,6730;4,7997;5,0000;3,7879;0,3569;19,1599;20,0000;15,4766;1,2534;3,0219;6,0000;2,0000;0,6150;0,4203;0,9747;0,0000;0,2289
15;143,6828;153,4427;117,9690;9,3371;4,7231;5,0000;3,5725;0,3778;18,9770;20,0796;14,9226;1,4653;3,1052;6,0000;2,0000;0,5985;0,3933;0,7251;0,0000;0,2133
16;147,8193;153,4427;133,0959;6,4106;4,8055;5,0000;4,0453;0,2880;19,6574;20,0000;15,8669;0,7768;3,1205;3,9972;2,4403;0,3373;0,4242;0,8079;0,0000;0,2024
17;147,5248;153,4427;125,5461;6,4099;4,7788;5,0000;4,0098;0,2615;19,6824;20,0181;14,4339;0,9690;3,1760;4,1465;2,4263;0,3668;0,4283;0,9539;0,0000;0,2244
18;149,0115;153,5021;138,3853;4,2654;4,8139;5,0416;4,2277;0,2150;19,8967;20,0000;18,7734;0,2116;3,2170;4,5179;2,1432;0,4874;0,4213;0,8395;0,0000;0,2075
19;149,5634;153,5021;138,7740;3,8197;4,8357;5,0000;4,2192;0,1908;19,9149;20,0000;19,5119;0,1258;3,3270;5,2854;2,3269;0,6309;0,3776;1,0000;0,0000;0,2249
20;150,0636;153,5228;138,7740;3,7512;4,8490;5,0000;4,2192;0,1910;19,9565;20,1926;19,8442;0,0652;3,2952;5,7501;2,4080;0,6198;0,3291;0,6542;0,0000;0,1784
21;150,1647;153,5228;139,0027;3,7443;4,8622;5,1775;4,2728;0,1839;19,9528;20,1926;19,8561;0,0692;3,3484;4,6372;2,7073;0,5058;0,3670;0,6043;0,0000;0,1682
22;150,4273;153,5228;142,7522;3,1834;4,8702;5,0000;4,4765;0,1434;19,9583;20,1926;19,8139;0,0661;3,2980;4,5902;2,3807;0,4581;0,3458;0,7548;0,0000;0,1798
23;151,2121;153,5232;141,5495;2,7922;4,9045;5,1063;4,4008;0,1359;19,9725;20,1926;19,7775;0,0784;3,2826;4,5097;2,5740;0,4919;0,2759;0,7548;0,0000;0,1571
24;151,4737;153,5232;140,1634;3,0595;4,9140;5,1063;4,3045;0,1513;19,9834;20,1926;19,7320;0,0910;3,3306;4,2931;2,8092;0,4034;0,3433;0,9236;0,0941;0,1905
25;151,3053;153,5232;142,8595;3,0265;4,9160;5,0000;4,4628;0,1314;19,9832;20,1926;19,7452;0,0912;3,2780;4,7172;2,6701;0,4073;0,3366;0,6020;0,0000;0,1440
26;151,3744;153,5232;134,4810;3,8448;4,9398;5,0000;4,5556;0,1124;20,0019;20,1926;19,7571;0,0746;3,1884;4,2072;2,5845;0,3948;0,3034;0,6020;0,0000;0,1657
27;151,9454;153,5232;134,4928;3,2494;4,9591;5,0000;4,6163;0,0784;19,9845;20,1926;19,6828;0,0956;3,2111;4,1993;2,6414;0,3358;0,2849;0,7502;0,0000;0,1600
28;152,5669;153,5232;147,2912;1,4125;4,9700;5,0893;4,7531;0,0612;19,9943;20,1926;19,7978;0,0781;3,2752;3,9939;2,5224;0,3162;0,2829;0,9622;0,0000;0,2162
29;151,6753;153,5232;133,0603;4,4071;4,9674;5,0000;4,6614;0,0628;20,0055;20,1926;19,8563;0,0709;3,2711;4,0389;2,5343;0,3129;0,2455;1,0000;0,0000;0,2072
30;152,5713;153,5276;146,5587;1,6579;4,9616;5,0000;4,6804;0,0753;20,0115;20,1926;19,8789;0,0738;3,3748;4,5420;2,5343;0,3752;0,2544;0,6020;0,0000;0,1633
31;152,7035;153,5284;149,2472;1,2615;4,9681;5,0000;4,7966;0,0579;20,0040;20,1926;19,9104;0,0679;3,4594;4,7880;2,7766;0,4093;0,2514;0,6029;0,0000;0,1488
32;153,0845;153,5317;148,2013;0,9427;4,9873;5,0000;4,7519;0,0440;20,0008;20,1926;19,7423;0,0746;3,4943;4,7321;2,9636;0,4356;0,2683;0,7005;0,0000;0,1545
33;152,0581;153,5317;134,4400;4,0935;4,9842;5,1065;4,8034;0,0517;19,9846;20,0311;19,7851;0,0383;3,4018;4,3457;2,4960;0,3449;0,2572;0,4839;0,0000;0,1529
34;152,9659;153,5338;146,9208;1,4520;4,9870;5,0000;4,7064;0,0518;19,9907;20,0000;19,9062;0,0172;3,4559;4,4437;2,4181;0,3364;0,2886;0,6200;0,0000;0,1742
35;152,8487;153,5338;146,7679;1,6718;4,9956;5,1730;4,7892;0,0546;19,9926;20,1458;19,8435;0,0372;3,3268;3,9823;2,3287;0,2867;0,2879;0,5881;0,0000;0,1629
36;153,1466;153,5338;150,1871;0,6807;4,9961;5,0000;4,8661;0,0210;19,9795;20,0000;19,8147;0,0437;3,2433;3,8338;2,1512;0,3801;0,3132;0,5473;0,0000;0,1351
