Generation;AvgFitness;MaxFitness;MinFitness;StdDevFitness;AvgStamina;MaxStamina;MinStamina;StdDevStamina;AvgSpeed;MaxSpeed;MinSpeed;StdDevSpeed;AvgEatNeed;MaxEatNeed;MinEatNeed;StdDevEatNeed;AvgFatSave;MaxFatSave;MinFatSave;StdDevFatSave
9;128,7682;152,8875;81,2866;17,4059;4,5218;5,0000;0,8843;0,8271;18,2538;20,0000;11,5618;1,7115;2,9367;6,0000;2,0000;1,1608;0,3606;1,0000;0,0000;0,2461
10;125,1003;153,5168;88,8933;18,2511;4,3293;5,1221;0,5000;1,0604;18,2134;20,0000;8,6163;2,3070;2,7482;5,4116;2,0000;0,8831;0,3887;1,0000;0,0000;0,2991
11;128,2720;153,5288;104,8659;14,0004;4,6113;5,0000;1,7599;0,6766;18,2714;20,0000;8,1608;2,5043;2,8992;6,0000;2,0000;1,1261;0,4244;1,0000;0,0000;0,3083
12;132,2923;153,5288;97,5714;15,0773;4,8691;5,0000;3,6205;0,2842;17,4762;20,0000;5,0000;4,0993;2,8694;5,2443;2,0000;1,0718;0,2987;1,0000;-0,0104;0,2228
13;127,1278;153,5288;91,2866;16,9675;4,8179;5,0000;3,4970;0,3075;16,6591;20,0000;5,0000;3,7826;2,6770;5,2224;1,9192;0,9964;0,2622;1,0000;0,0000;0,2383
14;130,2686;153,5288;100,4982;15,1780;4,8070;5,0000;2,8508;0,3643;17,7494;20,0000;10,2450;2,4996;2,6888;4,8123;2,0000;0,9412;0,2742;0,6840;0,0000;0,2061
15;134,4777;153,5288;102,1934;15,4439;4,8867;5,0000;4,3968;0,1564;18,2645;20,1646;11,0364;2,3597;2,7422;5,3270;1,8532;0,9968;0,3051;0,8623;0,0000;0,2473
16;136,3122;153,5288;102,6698;13,9937;4,8966;5,1359;4,4588;0,1567;18,3182;20,0000;11,2480;1,9735;2,5873;6,0000;1,9712;0,9258;0,3131;0,9449;-0,0478;0,2657
17;138,8201;153,5288;114,8512;13,7585;4,9150;5,0000;4,2627;0,1437;18,7704;20,0000;16,0511;1,2564;2,7815;4,6145;2,0000;0,7740;0,2964;0,8618;-0,1376;0,2226
18;141,8179;153,5288;114,5406;12,6070;4,9597;5,0000;4,6193;0,0805;19,1692;20,0000;15,6713;1,1752;2,8062;5,0512;2,0000;0,7635;0,3261;1,0000;0,0000;0,2285
19;141,1566;153,5288;112,5441;11,6054;4,9470;5,1795;4,5075;0,1104;19,1043;20,1913;14,8617;1,2357;2,8593;4,9896;2,0000;0,8063;0,2641;0,7515;-0,0287;0,1881
20;146,6464;153,5288;127,4534;7,5094;4,9479;5,0000;4,5293;0,0948;19,4051;20,0000;15,5325;0,9264;2,9143;5,3161;2,0000;0,9902;0,2524;0,7836;0,0000;0,1814
21;148,5988;153,5288;130,7451;5,6949;4,9414;5,0000;4,6706;0,0735;19,7075;20,0843;18,4193;0,4074;2,5693;5,1803;2,0000;0,7676;0,2851;0,8735;0,0000;0,2113
22;150,0165;153,5288;133,0882;3,6461;4,9511;5,0000;4,7717;0,0648;19,7430;20,0699;19,0925;0,2640;2,6430;4,8960;2,0000;0,8705;0,3296;1,0000;0,0000;0,2434
23;151,1862;153,5289;142,1082;2,4386;4,9632;5,1388;4,8058;0,0619;19,8341;20,0000;19,0560;0,2378;2,5750;4,4208;1,9577;0,7470;0,2586;0,9478;0,0000;0,1955
24;151,4716;153,5289;147,0957;1,8712;4,9631;5,1190;4,7875;0,0666;19,8730;20,1310;19,4605;0,1705;2,5471;4,2945;1,9714;0,6944;0,1827;0,4957;0,0000;0,1402
25;150,3085;153,5289;133,5869;4,7387;4,9489;5,0000;4,7604;0,0682;19,8950;20,0000;19,4803;0,1468;2,5332;4,2945;2,0000;0,6689;0,2134;0,5780;0,0000;0,1515
26;151,3456;153,5289;136,8754;3,1316;4,9592;5,0000;4,7643;0,0624;19,9084;20,0804;19,2257;0,1633;2,6123;4,3579;1,9916;0,7214;0,2190;0,5720;0,0000;0,1486
27;151,5654;153,5289;134,2180;3,1431;4,9807;5,0681;4,8525;0,0368;19,8665;20,1758;18,9560;0,2431;2,6518;4,5736;1,8198;0,7058;0,1861;0,4554;-0,0605;0,1167
28;151,0825;153,5289;134,2299;3,3252;4,9795;5,1114;4,8587;0,0477;19,7813;20,0000;18,5584;0,3616;2,3675;4,2945;1,8198;0,4915;0,1780;0,6043;-0,1937;0,1548
29;149,6219;153,5289;131,8152;6,0133;4,9543;5,0000;4,7975;0,0558;19,8617;20,0000;18,7275;0,2267;2,3613;4,2945;1,8453;0,4534;0,2090;0,5950;-0,1161;0,1766
30;150,4861;153,5323;128,8184;5,8213;4,9584;5,0233;4,7423;0,0611;19,9276;20,0000;19,5373;0,0980;2,3246;4,2945;2,0000;0,4680;0,2064;0,5950;0,0000;0,1680
31;150,9110;153,5323;131,2697;5,4581;4,9653;5,0233;4,7734;0,0557;19,9382;20,0439;19,7066;0,0898;2,2689;4,2945;1,8615;0,4079;0,2508;0,6163;-0,0712;0,1819
32;151,0188;153,5323;128,5751;5,2958;4,9703;5,0054;4,7145;0,0559;19,9207;20,0000;19,7457;0,0830;2,2127;4,2945;2,0000;0,3718;0,2114;0,7994;-0,0865;0,1872
33;151,7465;153,5351;133,9151;4,1755;4,9837;5,0054;4,8935;0,0262;19,9329;20,0335;19,5796;0,1003;2,2353;4,4416;2,0000;0,3994;0,2150;1,0000;-0,0865;0,2305
34;152,6873;153,5351;147,4371;1,2027;4,9928;5,1882;4,7632;0,0502;19,9464;20,0000;19,6843;0,0728;2,1460;3,1904;1,8482;0,2172;0,2233;1,0000;0,0000;0,2577
35;152,2593;153,5351;134,3297;3,1943;4,9939;5,1946;4,7844;0,0567;19,9688;20,0000;19,7691;0,0487;2,1286;2,4858;1,8678;0,1414;0,1989;1,0000;0,0000;0,2507
36;152,6683;153,5351;134,3280;2,9715;5,0027;5,1946;4,9815;0,0310;19,9743;20,1343;19,8675;0,0433;2,1345;2,6917;2,0000;0,1573;0,1830;0,9624;0,0000;0,1821
37;151,7551;153,5351;134,4453;4,5493;4,9995;5,1946;4,8346;0,0405;19,9786;20,1081;19,8675;0,0402;2,1174;2,5000;1,8306;0,1419;0,1916;0,7365;0,0000;0,1871
38;152,2005;153,5351;134,3907;3,6937;4,9983;5,0000;4,9867;0,0031;19,9642;20,1213;19,8215;0,0571;2,1543;2,5000;2,0000;0,1426;0,1697;0,7365;-0,0970;0,1799
39;153,1958;153,5351;152,3826;0,3633;4,9973;5,0000;4,9854;0,0041;19,9656;20,0000;19,8565;0,0495;2,1921;2,5967;2,0000;0,1521;0,1508;0,6194;0,0000;0,1346
40;153,2019;153,5351;151,8184;0,4181;5,0007;5,1294;4,9839;0,0212;19,9678;20,0000;19,8440;0,0439;2,1501;2,5135;1,8616;0,1706;0,1151;0,2918;0,0000;0,0872
41;153,1689;153,5351;151,9648;0,4018;4,9978;5,0000;4,9839;0,0042;19,9657;20,0090;19,8526;0,0429;2,1121;2,3725;2,0000;0,1272;0,1323;0,4181;0,0000;0,1009
42;152,8109;153,5351;147,3883;1,1146;4,9972;5,0000;4,9724;0,0056;19,9564;20,0000;19,8498;0,0457;2,1188;2,3706;2,0000;0,1245;0,1478;0,5221;-0,1170;0,1184
43;152,5114;153,5357;132,7181;3,2382;5,0007;5,1322;4,9172;0,0247;19,9611;20,0000;19,8498;0,0450;2,1078;2,4126;1,9077;0,1331;0,1283;0,6952;-0,0833;0,1304
44;153,1134;153,5357;149,1246;0,7724;5,0030;5,1464;4,9957;0,0230;19,9659;20,1480;19,7085;0,0635;2,1038;2,4907;2,0000;0,1432;0,1218;0,5631;-0,0089;0,1270
45;152,4593;153,5357;136,0876;3,3081;4,9964;5,0432;4,8327;0,0271;19,9873;20,0376;19,9083;0,0240;2,0770;2,6163;1,8375;0,1620;0,1529;0,6703;-0,0233;0,1378
46;152,9693;153,5357;140,7585;2,0708;4,9942;5,0000;4,8687;0,0245;19,9930;20,1865;19,8444;0,0496;2,0675;2,8125;1,8375;0,1552;0,1383;0,7791;-0,0466;0,1520
47;153,1291;153,5359;149,5925;0,9599;4,9873;5,0000;4,8353;0,0376;19,9868;20,1688;19,8047;0,0480;2,0197;2,4410;1,8390;0,0823;0,0843;0,4125;-0,0254;0,1018
48;153,3888;153,5359;151,7321;0,3642;4,9978;5,1007;4,9172;0,0230;19,9986;20,1688;19,9077;0,0315;2,0145;2,0617;1,9632;0,0182;0,0428;0,2497;-0,0275;0,0539
49;153,3651;153,5359;150,6463;0,5176;5,0019;5,1633;4,8651;0,0412;20,0065;20,1688;19,9686;0,0362;2,0166;2,1987;1,8396;0,0433;0,0483;0,2497;-0,1519;0,0684
0;11,9319;40,3129;-3,5576;9,7759;2,9849;4,6057;0,5219;1,2378;12,6023;19,9239;5,0019;4,4381;4,1860;5,9025;2,1702;1,1319;0,5039;0,9897;0,0298;0,2897
1;105,2350;139,7128;82,9760;15,0552;3,5331;5,0000;1,8752;0,6906;15,7145;20,0000;7,7335;3,2953;4,0597;5,8115;1,8195;1,0990;0,4949;1,0000;0,0000;0,2879
2;113,2252;149,0916;86,9844;17,4654;3,7598;5,0000;1,5777;0,9124;16,3540;20,0000;7,7335;2,9943;4,2388;6,0000;2,0000;1,0392;0,4944;1,0000;0,0000;0,2593
3;114,2457;149,0916;84,9890;18,2008;3,9929;5,0000;1,9626;0,9333;16,3847;20,0000;5,0000;3,5916;4,1142;6,0000;2,0000;1,2273;0,4969;1,0608;0,0000;0,2772
4;117,9786;149,0916;86,1047;18,1476;4,0426;5,0000;1,9477;0,8257;17,2943;20,0000;7,7054;3,0182;4,0840;6,0000;2,0000;1,1767;0,4912;1,0000;-0,0273;0,2951
5;125,3479;149,0916;85,0616;14,1999;4,4348;5,0000;2,9275;0,5877;18,3830;20,0000;10,5772;2,3042;4,3377;6,0000;2,0000;1,1384;0,5495;1,1891;0,0000;0,3292
6;128,3144;153,4132;93,9266;13,9960;4,4949;5,0000;2,8071;0,4956;18,5155;20,0000;7,3873;2,4724;3,7301;5,7032;2,0000;1,2414;0,6393;1,0000;0,0000;0,3177
7;133,7416;153,4132;98,8213;14,0377;4,4662;5,0000;1,9385;0,6229;19,1974;20,0000;14,9944;1,0688;3,7566;6,0000;2,0000;1,2460;0,6130;1,0000;0,0000;0,3537
8;129,8709;153,4132;87,5302;16,3780;4,3826;5,0000;1,4157;0,7167;19,2077;20,0000;16,2134;0,9358;3,9667;6,0000;2,0000;1,3321;0,6131;1,0000;0,0000;0,3225
9;132,4850;153,4132;99,5871;16,1291;4,3821;5,0000;2,4385;0,6563;19,1961;20,0000;17,0140;0,9212;4,0986;6,0000;2,0000;1,3280;0,6041;0,9617;0,0000;0,2813
10;136,2697;153,4132;99,8498;12,5526;4,4944;5,1055;2,4164;0,5696;19,1177;20,0000;16,6846;0,9361;4,2007;6,0000;2,0543;1,1590;0,5855;0,9776;0,0000;0,2674
11;140,8453;153,4132;115,7435;9,3822;4,5877;5,0000;3,2317;0,4324;19,2643;20,1214;16,0414;0,8331;4,0966;6,0000;2,0000;1,0483;0,5809;1,0000;0,0000;0,2624
12;142,7914;153,4393;110,3308;10,5672;4,6709;5,0000;2,5930;0,5070;19,3954;20,0000;17,2349;0,7065;4,3060;6,0000;2,6487;0,8691;0,5277;1,0000;0,0000;0,2943
13;143,1687;153,4797;110,4205;10,9853;4,6749;5,0223;2,3587;0,5556;19,6028;20,0000;16,2392;0,6962;4,3144;6,0000;2,3907;0,8569;0,5690;1,0000;0,0000;0,2677
14;145,9624;153,5043;115,4790;9,4730;4,7396;5,0000;2,6666;0,5411;19,7052;20,0000;17,3901;0,5314;4,0150;5,7517;2,0905;0,9659;0,7154;0,9930;-0,0089;0,2353
15;147,5792;153,5043;110,6547;9,1162;4,7827;5,0000;2,3211;0,5354;19,8445;20,0000;19,4128;0,1465;4,0817;6,0000;2,4455;1,0628;0,7668;0,9769;0,3283;0,1608
16;148,8022;153,5043;116,5698;8,2868;4,8052;5,0833;2,9471;0,4504;19,8458;20,0000;19,5523;0,1386;3,4958;6,0000;2,0000;0,9639;0,8116;1,0000;0,2798;0,1423
17;149,3653;153,5244;111,1238;7,4636;4,8132;5,0833;2,2002;0,4730;19,8670;20,0000;19,4688;0,1443;3,5237;5,5158;2,0000;0,9186;0,7919;0,9929;0,3585;0,1170
18;149,8879;153,5244;135,1690;4,2603;4,8698;5,0000;3,9799;0,2130;19,8762;20,0377;19,2386;0,1993;3,7483;5,4361;2,0000;0,8198;0,7950;1,0282;0,2830;0,1658
19;150,0612;153,5244;137,3176;4,3760;4,8840;5,0000;4,1382;0,1955;19,8365;20,0000;19,1205;0,2366;3,5888;5,1822;2,0000;0,7835;0,7728;1,0000;0,2401;0,1382
20;150,3565;153,5244;133,6055;4,2121;4,9035;5,0000;3,8773;0,2103;19,8607;20,0335;18,9822;0,2288;3,6941;5,5870;2,0000;0,9512;0,7677;1,0000;0,1993;0,1527
21;149,5726;153,5244;122,1187;6,7928;4,8725;5,0000;3,3477;0,3551;19,9154;20,0335;19,3444;0,1533;3,8138;5,5832;2,0000;1,0888;0,7765;1,0395;0,0743;0,1381
22;149,2096;153,5244;121,9269;6,7021;4,8492;5,0000;3,3923;0,3353;19,8950;20,0000;19,3890;0,1696;3,7946;6,0000;2,0000;1,1130;0,7777;1,0395;0,2760;0,1194
23;149,9340;153,5260;120,1591;6,0066;4,8954;5,0805;3,2325;0,3271;19,8839;20,0985;19,3410;0,2072;3,7335;6,0000;2,0000;1,2446;0,7585;1,0395;0,4927;0,0922
24;150,4410;153,5334;121,6397;5,6359;4,9193;5,0000;2,8261;0,3471;19,9272;20,1679;19,4592;0,1454;4,0192;6,0000;2,0000;1,2128;0,7856;1,0395;0,5480;0,0893
25;150,6281;153,5334;133,4454;4,4951;4,9443;5,1550;4,2154;0,1656;19,9492;20,0828;19,4559;0,1262;3,9575;6,0000;2,0000;1,1690;0,7799;1,0000;0,4439;0,1105
26;150,6786;153,5334;133,5832;4,4820;4,9422;5,0000;4,3362;0,1489;19,9346;20,0000;19,3444;0,1734;3,9943;5,7637;2,0000;1,1534;0,7960;1,0000;0,6095;0,1097
27;151,3413;153,5335;144,9779;2,7218;4,9925;5,1677;4,8502;0,0433;19,9799;20,1425;19,7430;0,0732;4,0694;6,0000;2,0000;1,3524;0,7638;1,0000;0,5635;0,1127
28;151,4307;153,5335;144,9780;2,8946;4,9870;5,1677;4,8218;0,0530;19,9909;20,1425;19,7143;0,0527;3,9840;6,0000;1,9863;1,3716;0,7373;1,0000;0,4722;0,1226
29;152,2924;153,5335;147,8380;1,8959;4,9846;5,1677;4,8103;0,0512;19,9921;20,0000;19,9355;0,0176;3,5938;6,0000;1,8485;1,2965;0,7448;1,0000;0,4722;0,1219
30;152,5625;153,5335;147,9182;1,8645;5,0006;5,1677;4,9854;0,0271;19,9983;20,1479;19,9081;0,0367;3,9113;5,9589;2,0000;1,1688;0,7524;1,0000;0,4722;0,1052
31;152,4861;153,5336;148,1430;1,8481;4,9986;5,1677;4,8928;0,0319;19,9886;20,0000;19,7931;0,0345;3,7599;5,7967;2,0000;1,2270;0,7084;1,0000;0,4040;0,1171
32;152,9074;153,5336;148,0794;1,4284;5,0006;5,1677;4,9415;0,0284;19,9956;20,1546;19,8649;0,0384;3,4547;5,8791;2,0000;1,1413;0,7426;1,0000;0,4557;0,1212
33;152,8622;153,5336;148,3655;1,3934;5,0009;5,1677;4,9683;0,0277;19,9800;20,0745;19,8176;0,0484;3,4896;5,7307;1,9718;1,0247;0,7400;1,0000;0,4517;0,1289
34;153,2546;153,5336;147,8762;0,8998;5,0064;5,1763;4,9694;0,0384;19,9855;20,0047;19,8328;0,0390;3,5650;6,0000;1,9003;0,8748;0,7437;1,0000;0,5059;0,1170
35;153,2042;153,5347;149,1661;0,9454;5,0041;5,1677;4,9693;0,0295;19,9877;20,0000;19,8177;0,0359;3,5158;5,0106;2,0000;0,9156;0,7220;1,0000;0,3642;0,1511
36;153,0344;153,5347;147,8533;1,2824;4,9914;5,0000;4,8580;0,0267;19,9932;20,0000;19,9347;0,0159;3,6995;6,0000;2,0000;0,9876;0,7369;1,0000;0,3232;0,1857
37;153,1687;153,5347;147,9070;1,0692;5,0056;5,1917;4,9527;0,0402;19,9938;20,0668;19,8849;0,0221;3,5753;6,0000;2,0000;1,0824;0,7347;1,0000;0,1942;0,2150
38;152,7840;153,5348;146,7240;1,7091;4,9983;5,1374;4,8751;0,0334;19,9946;20,0000;19,9594;0,0090;3,9783;6,0000;2,0000;0,9702;0,7587;1,0000;0,1755;0,2169
39;152,7769;153,5348;147,8404;1,7048;5,0030;5,1694;4,9690;0,0294;19,9932;20,0000;19,9082;0,0153;3,7586;6,0000;2,0000;1,1933;0,7916;1,0000;0,4588;0,1489
40;152,5122;153,5348;147,8643;1,8957;4,9978;5,0909;4,8164;0,0342;19,9929;20,0000;19,9629;0,0107;3,9975;6,0000;2,0000;1,0492;0,8237;1,0000;0,6058;0,1312
41;152,3011;153,5348;147,8761;1,9414;4,9895;5,1209;4,8203;0,0432;19,9887;20,0000;19,8419;0,0325;4,0935;6,0000;2,0000;1,1204;0,8614;1,0949;0,6214;0,1364
42;151,7453;153,5348;146,8692;2,2355;4,9956;5,1740;4,8816;0,0494;19,9827;20,1736;19,7988;0,0530;4,4160;6,1352;2,0000;1,0267;0,8642;1,0000;0,6364;0,1137
43;151,4280;153,5348;147,8177;2,2245;4,9886;5,0000;4,9234;0,0232;19,9918;20,0784;19,9155;0,0283;4,5950;6,0000;2,0000;0,9103;0,8848;1,0000;0,6368;0,1006
44;151,9445;153,5348;147,8685;2,2168;4,9979;5,1579;4,9228;0,0315;19,9879;20,0000;19,8970;0,0245;4,5565;6,0000;2,0000;0,9428;0,9032;1,0000;0,6787;0,0836
45;151,6035;153,5348;146,0150;2,4505;4,9997;5,1638;4,9083;0,0472;19,9920;20,0815;19,8749;0,0281;4,6287;6,0000;2,3327;0,8929;0,8977;1,0000;0,6996;0,0871
46;151,5546;153,5348;147,0060;2,2187;4,9838;5,0000;4,9012;0,0271;19,9730;20,0000;19,8175;0,0544;4,5641;5,7309;2,9200;0,7274;0,8999;1,1183;0,5649;0,1146
47;151,8313;153,5348;146,3804;2,3032;4,9874;5,0638;4,8723;0,0318;19,9880;20,0000;19,8519;0,0299;4,5248;5,7061;2,6131;0,7140;0,9178;1,0000;0,7597;0,0763
48;151,8270;153,5348;146,6311;2,5821;4,9824;5,0638;4,8858;0,0374;19,9891;20,0000;19,8405;0,0299;4,6265;5,8777;2,8363;0,6088;0,9327;1,0211;0,7483;0,0694
49;152,3502;153,5348;146,3241;2,0281;4,9805;5,0000;4,7879;0,0429;19,9846;20,0000;19,8117;0,0398;4,4025;5,9434;2,1240;0,8016;0,9380;1,0000;0,6932;0,0702
0;9,3077;51,3401;-1,4389;11,2742;2,5866;4,9571;0,5927;1,3673;12,2428;19,9007;5,0224;4,2258;4,3433;5,9289;2,3928;1,0307;0,5057;0,9966;0,0353;0,2802
1;107,1062;150,8097;82,7372;19,1983;3,6556;5,0000;0,5000;1,3245;14,4480;20,0000;5,0000;4,8365;4,4029;5,8354;2,9217;0,7290;0,5865;1,0000;0,0353;0,3138
2;112,8817;150,8097;79,6554;22,0633;3,8689;5,0000;0,5000;1,3460;15,6750;20,0000;4,8542;5,2409;4,3283;5,6328;2,9217;0,6010;0,4522;1,1056;0,0449;0,2856
3;116,8255;151,3448;80,8238;22,2616;4,0460;5,0000;1,3794;1,0673;16,5286;20,0000;6,2606;4,8676;4,2323;5,4625;2,6831;0,6346;0,4329;0,7603;0,0000;0,2236
4;129,4858;151,3448;81,3585;20,3537;4,5959;5,0000;3,0955;0,5161;17,7489;20,0000;5,0000;4,4079;4,1354;5,6535;2,6661;0,7768;0,4817;0,7537;0,0168;0,2137
5;132,5706;151,3448;89,5803;17,9241;4,7019;5,0000;2,9287;0,3670;18,4457;20,0000;5,0000;3,6143;4,1742;5,9766;2,0000;1,0112;0,4529;0,8899;0,0000;0,2145
6;139,9284;152,2071;100,7532;12,5291;4,7728;5,0000;3,9505;0,2538;19,7094;20,0000;14,1921;0,8901;3,9788;6,0000;2,0000;0,9661;0,3521;0,7553;0,0285;0,2058
7;141,7839;152,8257;96,9434;12,4129;4,7846;5,0000;3,6576;0,2466;19,5543;20,0000;12,1860;1,3191;3,9553;6,0000;2,0000;1,0140;0,3406;0,8951;0,0000;0,2116
8;142,3582;152,8257;97,1133;12,4467;4,7794;5,0000;3,0980;0,3211;19,6673;20,0282;12,1860;1,2050;4,1006;6,0000;2,0000;0,8637;0,3448;0,7737;0,0000;0,1891
9;145,2553;152,8257;99,2566;11,5099;4,8395;5,0000;4,1840;0,1720;19,6355;20,0562;13,0268;1,1235;4,0037;6,0000;2,7001;0,8443;0,3790;0,7739;-0,0335;0,1934
10;148,1853;153,1719;117,7684;6,9562;4,8637;5,0135;4,0537;0,1921;19,8631;20,0000;17,7859;0,3443;3,8505;5,9574;2,4162;0,6974;0,4343;0,8905;0,2006;0,1562
11;148,7688;153,1719;132,2299;5,3234;4,8841;5,0191;3,9288;0,1782;19,8887;20,1961;18,2331;0,2783;3,7314;5,7334;2,1743;0,8063;0,4286;0,9210;0,0468;0,1584
12;149,9557;153,1719;141,1767;3,3622;4,9014;5,0135;4,4376;0,1388;19,9446;20,1782;19,7491;0,0707;3,8590;6,0000;2,0893;0,8531;0,3792;0,6212;0,0355;0,1496
13;148,6904;153,4963;125,1597;6,3636;4,9132;5,0135;4,3357;0,1508;19,9456;20,0274;19,6989;0,0681;4,1461;6,0000;2,0000;0,7667;0,4035;0,6068;0,0000;0,1512
14;150,3987;153,4963;132,3453;4,5343;4,9265;5,0000;4,3357;0,1364;19,9622;20,1100;19,8171;0,0597;4,1140;5,8883;2,0000;0,7238;0,4143;0,7201;0,0159;0,1444
15;151,2159;153,5128;142,5799;3,3032;4,9517;5,1503;4,6077;0,1098;19,9651;20,1556;19,8098;0,0583;4,1686;6,0000;2,9182;0,5763;0,4154;0,6557;0,2380;0,1153
16;150,2508;153,5162;134,1119;4,7123;4,9543;5,1503;4,4814;0,1285;19,9825;20,1556;19,8586;0,0547;4,1961;6,0000;2,6801;0,5114;0,4075;0,6520;0,1751;0,1206
17;151,1027;153,5162;134,4542;3,6501;4,9771;5,1503;4,5296;0,0906;19,9916;20,1556;19,7521;0,0591;4,3109;6,0000;3,3543;0,7219;0,4427;0,8638;0,1268;0,1748
18;150,9316;153,5308;135,9854;3,7395;4,9609;5,1503;4,3880;0,1280;19,9931;20,1556;19,8652;0,0512;4,2460;6,0000;3,0409;0,8063;0,4308;0,8659;-0,0054;0,1739
19;150,9752;153,5308;135,9854;4,3587;4,9521;5,1503;4,2392;0,1841;20,0035;20,1556;19,9096;0,0551;4,0297;6,0000;2,6372;0,8293;0,4440;0,9520;0,0000;0,2016
20;150,8536;153,5308;136,0252;4,8932;4,9148;5,1890;4,2871;0,2157;19,9941;20,1873;19,9315;0,0360;3,8707;6,0000;2,0000;0,9379;0,4490;1,0000;0,1447;0,1952
21;151,3687;153,5308;136,3607;4,0845;4,9426;5,1770;4,4059;0,1519;19,9933;20,1321;19,8997;0,0305;4,0210;6,0000;2,0000;0,8355;0,4690;1,0562;0,2225;0,2223
22;151,4578;153,5308;143,1166;2,8405;4,9447;5,0000;4,4722;0,1070;19,9905;20,1321;19,8353;0,0386;3,9765;6,0000;2,0000;0,7433;0,3925;0,9991;0,1003;0,1843
23;151,9239;153,5308;146,3678;2,0392;4,9661;5,0983;4,6545;0,0715;19,9962;20,1321;19,9079;0,0321;4,0322;5,2557;3,1463;0,4561;0,3625;0,8383;0,0545;0,1748
24;151,9591;153,5308;134,4901;3,1493;4,9797;5,1377;4,7848;0,0549;19,9979;20,1321;19,9079;0,0325;3,9095;4,9719;3,1463;0,3889;0,3832;0,9476;0,0000;0,1974
25;152,1292;153,5308;147,7917;1,6742;4,9833;5,0899;4,8257;0,0400;20,0001;20,1321;19,8465;0,0352;3,9978;5,2074;3,0009;0,5027;0,3735;0,8288;0,0000;0,1749
26;151,9212;153,5335;147,7917;1,8264;4,9813;5,1060;4,8393;0,0459;19,9991;20,1321;19,8109;0,0513;4,1570;5,4049;2,7979;0,5405;0,3655;0,6198;0,0000;0,1535
27;152,1714;153,5339;147,8662;1,7992;4,9750;5,0413;4,7583;0,0552;19,9962;20,0000;19,9543;0,0091;4,1864;5,6491;2,7979;0,5122;0,3909;0,5886;0,1379;0,1372
28;152,7664;153,5352;149,5271;1,1298;4,9779;5,0413;4,8463;0,0411;20,0019;20,1479;19,9452;0,0289;4,0819;4,7483;3,7275;0,2177;0,3439;0,5659;0,0846;0,1289
29;152,9067;153,5352;149,7808;0,8488;4,9777;5,1015;4,8410;0,0424;20,0038;20,1479;19,9733;0,0275;4,0180;4,3358;3,7458;0,1444;0,3760;0,7406;0,1379;0,1127
30;152,6862;153,5352;147,7948;1,2715;4,9674;5,0000;4,7326;0,0593;20,0027;20,1966;19,8705;0,0487;4,0317;4,4261;3,6592;0,1531;0,4149;0,9503;0,2060;0,1254
31;152,9693;153,5352;146,8141;1,3508;4,9763;5,0620;4,6726;0,0663;20,0039;20,1479;19,9925;0,0234;4,0625;4,4871;3,6521;0,1621;0,4237;0,8699;0,1600;0,1298
32;153,2594;153,5355;151,1988;0,5327;4,9896;5,0000;4,9048;0,0218;20,0014;20,1479;19,8844;0,0412;4,0647;4,2836;3,6521;0,1354;0,4153;0,7873;0,2077;0,1062
33;153,2502;153,5355;150,8263;0,6236;4,9893;5,0000;4,8932;0,0257;20,0017;20,1479;19,8359;0,0439;4,1075;4,3082;3,6192;0,1336;0,4139;0,5754;0,2019;0,0780
34;153,0356;153,5355;149,0916;0,9982;4,9867;5,1871;4,8085;0,0589;19,9965;20,1479;19,8992;0,0334;4,1348;4,3468;3,8520;0,1064;0,4043;0,5232;0,1620;0,0704
35;153,2454;153,5355;151,1015;0,5212;4,9890;5,0000;4,8861;0,0244;20,0042;20,1944;19,9167;0,0415;4,1695;4,3656;3,7999;0,0927;0,4216;0,5095;0,2527;0,0558
36;153,2026;153,5357;151,1499;0,6466;4,9920;5,0000;4,8961;0,0238;20,0005;20,1921;19,9092;0,0458;4,1544;4,4155;3,9519;0,0920;0,4370;0,5496;0,2500;0,0585
37;152,8260;153,5357;145,4717;1,6462;4,9834;5,0370;4,7429;0,0532;19,9949;20,1479;19,9226;0,0315;4,1688;4,4169;3,8860;0,1114;0,4403;0,5496;0,2927;0,0588
38;152,4245;153,5357;142,3587;2,2932;4,9691;5,1551;4,6374;0,0836;19,9958;20,0000;19,9222;0,0158;4,1620;4,4165;3,8895;0,1208;0,4455;0,6203;0,3038;0,0579
39;153,2615;153,5357;150,5068;0,6743;4,9887;5,0000;4,8575;0,0315;19,9970;20,0000;19,8867;0,0177;4,1498;4,4642;3,9057;0,1206;0,4395;0,5602;0,3554;0,0383
40;153,5243;153,5357;153,4647;0,0152;5,0080;5,1587;4,9999;0,0319;19,9997;20,0000;19,9929;0,0013;4,0938;4,3389;3,8372;0,0886;0,4447;0,5643;0,3765;0,0373
41;153,5235;153,5362;153,4605;0,0185;5,0204;5,1937;5,0000;0,0543;20,0043;20,1918;19,9870;0,0301;4,1354;4,4316;3,9809;0,0761;0,4500;0,6062;0,4025;0,0394
42;153,2487;153,5362;149,8520;0,8039;4,9932;5,0723;4,8716;0,0305;19,9995;20,0000;19,9870;0,0021;4,1527;4,5473;3,9877;0,1104;0,4499;0,6062;0,4001;0,0454
43;153,2621;153,5362;150,9054;0,7243;4,9908;5,1329;4,8768;0,0408;20,0103;20,1974;19,9917;0,0367;4,1308;4,4767;4,0506;0,0716;0,4467;0,6484;0,3874;0,0499
