era;generation;difficultyMode;temp;wet;windStrength;eatPredator;eatHerbivore;agentIndex;score;hp;stamina;speed;tempResist;wetResist;fatSave;eatNeed;speedN;staminaN;hpLoseN;eatN;abilitiesBonus;hpPenalty;eatPenalty
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;30;110,3359;-2054864;19,5601;3,647846;-55,48837;69,91131;0,5060565;4,537023;0,7295693;0,9780051;1;0;30,42147;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;31;99,94829;-60413,71;11,72691;4,561828;71,44492;93,32916;0,554652;4,468201;0,9123656;0,5863456;1;0;20,03383;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;32;95,45836;-93620,64;12,5036;3,733271;72,18483;100;0,536158;4,452671;0,7466542;0,6251798;1;0;15,54389;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;33;108,7462;-11470,91;17,849;3,941438;-28,58996;86,08939;0,2034118;3,29018;0,7882875;0,8924502;1;0;28,8317;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;34;112,9951;-17877,65;19,49738;3,873025;-26,82084;94,51788;0,2105062;4,748932;0,774605;0,974869;1;0;33,08064;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;35;108,4254;-374,8047;15,83658;4,416579;-13,03158;67,70074;0,6278655;4,725098;0,8833157;0,7918289;1;0;28,51098;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;36;103,24;-403,9847;14,0603;4,358799;-12,15177;72,90556;0,7124153;5,330952;0,8717597;0,7030149;1;0;23,32554;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;37;103,2984;-666287,8;16,65268;3,716958;-49,85749;28,3286;0,8062171;3,079561;0,7433915;0,8326342;1;0;23,38399;20,08554;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;38;146,6867;48,73143;19,70789;4,919312;11,08053;28,49949;0,137711;4,092023;0,9838625;0,9853944;0,5126857;0;51,34224;4,655536;0
0;2;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;39;99,37729;-3321811;14,18568;3,874846;92,27051;59,70715;0,3650177;2;0,7749692;0,7092838;1;0;19,46282;20,08554;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;0;146,6867;48,73143;19,70789;4,919312;11,08053;28,49949;0,137711;4,092023;0,9838625;0,9853944;0,5126857;0;51,34224;4,655536;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;1;144,2591;77,92017;18,32948;5;9,097;33,66652;0,1892748;4,259264;1;0,916474;0,2207983;0;46,19853;1,939431;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;2;144,0896;86,02564;18,20136;5;9,06014;36,9174;0,2599811;4,458141;1;0,9100679;0,1397436;0;45,6104;1,520791;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;3;141,8392;30,83559;20;4,7702;3,489559;67,75719;1;4,292647;0,9540399;1;0,6916441;0;49,80323;7,964007;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;4;128,7457;25,26055;18,71967;4,424524;3,308624;68,20289;0,5323075;4,522748;0,8849047;0,9359837;0,7473945;0;38,15958;9,413863;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;5;117,5391;-223,3533;18,88869;4,346977;-3,389914;20;0,571529;4,065239;0,8693954;0,9444345;1;0;37,62466;20,08554;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;6;135,6242;30,00702;17,85914;4,983652;5,241376;68,23706;0,235534;4,861812;0,9967303;0,892957;0,6999298;0;43,78865;8,164453;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;7;101,0683;-2890,045;17,2577;3,31513;-21,19358;81,46404;0,2685395;4,504311;0,663026;0,8628848;1;0;21,15384;20,08554;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;8;110,2136;-4555,255;19,39479;3,679103;-24,97957;27,84886;0,4815646;3,312322;0,7358207;0,9697396;1;0;30,29917;20,08554;0
0;3;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;9;113,8755;-5065886;15,9776;4,818633;-60;31,58999;0,01291072;4,259939;0,9637266;0,7988799;1;0;33,96101;20,08554;0
