era;generation;difficultyMode;temp;wet;windStrength;eatPredator;eatHerbivore;agentIndex;score;hp;stamina;speed;tempResist;wetResist;fatSave;eatNeed;speedN;staminaN;hpLoseN;eatN;abilitiesBonus;hpPenalty;eatPenalty
0;12;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;34;127,6732;29,44734;17,63226;4,549059;12,07459;26,76178;0,2304142;3,925067;0,9098118;0,8816129;0,7055266;0;35,97591;8,302691;0
0;12;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;35;147,1121;64,9158;19,11563;5;6,49775;31,43836;0,4580155;4,327115;1;0,9557815;0,350842;0;49,977;2,864878;0
0;12;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;36;140,03;43,22359;18,18759;4,998593;10,52077;27,99281;0,3816024;4,305756;0,9997187;0,9093796;0,5677641;0;45,52204;5,491999;0
0;12;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;37;129,7429;93,23178;18,05082;4,069685;16,42904;39,22524;0,2167928;4,157628;0,813937;0,9025408;0,06768219;0;30,96804;1,225129;0
0;12;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;38;135,1161;91,79666;18,08326;4,465276;16,25923;38,11384;0,2392713;3,673223;0,8930551;0,904163;0,08203339;0;36,39517;1,279028;0
0;12;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;39;138,22;91,48499;18,30783;4,614492;8,11792;43,51284;0,2839397;4,333382;0,9228985;0,9153917;0,08515014;0;39,51105;1,291043;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;0;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;1;151,1572;90,69734;19,60416;5,037781;8,661096;41,17181;0,2853571;4,359936;1;0,9802078;0,09302658;0;52,47913;1,321913;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;2;149,1707;86,96969;19,24921;5;8,564216;37,82383;0,2557132;4,227618;1;0,9624603;0,1303031;0;50,64906;1,478325;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;3;149,0024;66,65259;19,59118;4,966906;2,756165;34,16697;0,1402483;4,119807;0,9933811;0,9795592;0,3334741;0;51,72188;2,71943;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;4;148,4143;57,41828;19,51278;5;0,2264431;35,0821;0,3831596;4,255457;1;0,9756389;0,4258172;0;52,00177;3,587485;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;5;148,3606;56,92323;19,51278;5;0,1439193;35,0821;0,3831596;4,254395;1;0,975639;0,4307677;0;52,00178;3,641163;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;6;148,4263;57,5303;19,51278;5;0,2453068;35,0821;0,3831596;4,255545;1;0,9756389;0,424697;0;52,00177;3,575449;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;7;138,5457;65,27954;19,85241;4,343857;5,97534;31,68861;0,4474558;3,729788;0,8687714;0,9926206;0,3472046;0;41,37944;2,833786;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;8;136,6889;75,98846;19,20507;4,341173;17,15932;32,16381;0,4069036;3,760142;0,8682346;0,9602535;0,2401154;0;38,74401;2,055145;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;9;139,8415;60,22548;17,78613;4,964549;22,93078;29,83915;0,1285173;4,129766;0,9929097;0,8893065;0,3977452;0;43,13921;3,297734;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;10;129,7646;18,09752;17,72674;4,878643;-0,852273;28,81007;0,1372035;4,289287;0,9757286;0,8863371;0,8190248;0;41,43523;11,67062;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;11;134,592;58,73555;17,42817;4,739582;13,04527;29,52804;0,1388838;4,181465;0,9479164;0,8714086;0,4126445;0;38,04044;3,44848;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;12;141,0575;73,00242;19,25853;4,606053;11,40341;31,99065;0,07930362;3,996741;0,9212106;0,9629265;0,2699758;0;43,30527;2,247745;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;13;119,3255;1,451653;17,84274;4,669535;15,47326;24,96174;0,2304248;3,939614;0,9339069;0,8921369;0,9854835;0;38,55507;19,2296;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;14;120,3896;0,8678436;18,21486;4,665915;13,16672;24,97424;0,2304068;3,921544;0,9331831;0,9107428;0,9913216;0;39,95891;19,56935;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;15;134,4226;59,9785;16,45766;4,962712;10,25385;29,92241;0,1778576;4,207516;0,9925424;0,8228828;0,400215;0;37,7449;3,322259;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;16;148,9689;53,5378;20;4,925697;10,65206;29,06387;0,3501591;4,162921;0,9851394;1;0,4646221;0;52,9993;4,030402;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;17;129,2878;-456,6824;19,05399;4,985031;-14,11473;30,36894;0,2523342;4,370968;0,9970061;0,9526995;1;0;49,37337;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;18;129,7909;-137,2114;19,09549;5;-8,700344;27,38224;0,1230946;4,048944;1;0,9547745;1;0;49,87645;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;19;148,4143;57,41828;19,51278;5;0,2264431;35,0821;0,3831596;4,255457;1;0,9756389;0,4258172;0;52,00177;3,587485;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;20;147,1121;64,9158;19,11563;5;6,49775;31,43836;0,4580155;4,327115;1;0,9557815;0,350842;0;49,977;2,864878;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;21;117,4685;-2352661;18,14588;4,527983;90,54568;28,92053;0,2472762;4,328479;0,9055966;0,9072938;1;0;37,55404;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;22;110,5322;-1076,344;14,21581;5;-18,0789;33,10554;0,2752438;4,295428;1;0,7107903;1;0;30,61777;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;23;142,7374;62,6416;18,24384;5;17,49383;29,88393;0,1118735;4,126675;1;0,912192;0,373584;0;45,80458;3,067159;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;24;139,032;64,1964;17,66504;4,925497;17,99009;30,11882;0,108957;4,115091;0,9850994;0,883252;0,358036;0;41,95942;2,927381;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;25;129,5253;-35,36771;19,68082;4,840317;-0,796752;24,8737;0,2766089;4,298082;0,9680634;0,9840409;1;0;49,61079;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;26;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;27;137,1333;88,58266;18,33184;4,5464;7,599626;40,20224;0,3348495;4,323428;0,90928;0,9165918;0,1141734;0;38,54181;1,408493;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;28;144,4002;91,92986;18,21533;5;11,43228;39,88923;0,3293292;4,429435;1;0,9107664;0,08070145;0;45,67416;1,273927;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;29;132,0234;-134350,9;19,53336;5;76,23445;34,03397;0,2269551;4,125548;1;0,9766682;1;0;52,10892;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;30;132,0535;-74728,71;19,53913;5;73,30389;33,55128;0,4174617;4,122039;1;0,9769567;1;0;52,139;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;31;146,0133;86,17963;19,27499;4,8345;8,292179;37,5127;0,1882651;4,281885;0,9669001;0,9637495;0,1382037;0;47,52705;1,513782;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;32;149,0913;87,15333;19,40581;4,956524;9,6465;37,24578;0,3261945;4,21943;0,9913048;0,9702905;0,1284667;0;50,56151;1,470203;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;33;117,3236;-251859,1;16,21916;5;79,37396;26,50686;0,1566871;4,199986;1;0,8109578;1;0;37,40916;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;34;107,5839;-6966,714;15,96063;4,310661;61,49574;34,46358;0,4980397;4,422514;0,8621323;0,7980314;1;0;27,6694;20,08554;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;35;139,9919;89,74889;17,22316;4,999511;12,25984;37,72122;0,2833797;4,257048;0,9999021;0,861158;0,1025111;0;41,35198;1,360066;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;36;139,5144;52,54357;17,77845;4,996862;17,91945;28,66679;0,1195177;4,14829;0,9993724;0,8889224;0,4745643;0;43,66686;4,152426;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;37;139,009;68,29251;19,46371;4,454197;12,4341;30,98556;0,2241326;4,170093;0,8908394;0,9731852;0,3170749;0;41,59788;2,588878;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;38;133,389;49,66794;17,88184;4,617943;13,49822;28,46155;0,2281403;3,833166;0,9235886;0,894092;0,5033206;0;37,91555;4,526558;0
0;13;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;39;126,729;31,73201;17,19728;4,551747;10,1868;27,03165;0,3183567;4,164618;0,9103495;0,8598641;0,6826799;0;34,48165;7,752688;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;0;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;1;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;2;151,1572;90,69734;19,60416;5,037781;8,661096;41,17181;0,2853571;4,359936;1;0,9802078;0,09302658;0;52,47913;1,321913;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;3;149,1707;86,96969;19,24921;5;8,564216;37,82383;0,2557132;4,227618;1;0,9624603;0,1303031;0;50,64906;1,478325;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;4;149,0913;87,15333;19,40581;4,956524;9,6465;37,24578;0,3261945;4,21943;0,9913048;0,9702905;0,1284667;0;50,56151;1,470203;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;5;139,0077;54,59132;17,78302;4,952162;18,8849;28,92089;0,1293428;4,142024;0,9904324;0,8891512;0,4540868;0;42,91267;3,90501;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;6;139,4497;55,25303;17,77707;4,974844;24,38508;29,33215;0,1273614;4,148314;0,9949688;0,8888534;0,4474697;0;43,278;3,828255;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;7;148,3539;56,86217;19,51278;5;0,1338344;35,0821;0,3831596;4,255503;1;0,975639;0,4313783;0;52,00178;3,647839;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;8;148,3864;57,16026;19,51278;5;0,1832592;35,0821;0,3831596;4,255269;1;0,975639;0,4283974;0;52,00178;3,615363;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;9;145,5308;72,47755;18,67985;4,998349;1,263853;41,80016;0,1847328;4,535213;0,9996697;0,9339923;0,2752245;0;47,81426;2,283418;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;10;141,9989;92,19111;17,87117;4,950448;12,53186;39,53218;0,07181042;4,378078;0,9900895;0,8935585;0,07808891;0;43,26293;1,263982;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;11;131,8373;47,21613;16,81885;4,802867;26,91844;28,72257;0,3759994;4,141569;0,9605734;0,8409427;0,5278388;0;36,70937;4,872057;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;12;129,4552;-1,558691E+07;19,83886;4,797273;100;31,52572;0,3885941;4,140867;0,9594545;0,991943;1;0;49,54073;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;13;137,3287;79,90796;19,65699;4,254627;8,198158;34,62864;0,4712493;4,178297;0,8509254;0,9828495;0,2009204;0;39,15585;1,827157;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;14;152,027;70,22763;19,97647;5;6,091039;32,72413;0,4268884;3,89581;1;0,9988238;0,2977237;0;54,46986;2,442864;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;15;127,9701;-32,35248;19,74309;4,745126;-0,7383142;25,00648;0,2474455;3,571467;0,9490252;0,9871546;1;0;48,05564;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;16;130,5369;33,57745;19,68428;4,164466;0,1773274;29,87223;0,3829003;3,914012;0,8328933;0,9842138;0,6642255;0;37,87208;7,335139;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;17;150,7488;68,0647;19,83286;4,984223;6,175135;32,19048;0,2719258;4,106995;0,9968446;0,9916431;0,319353;0;53,35541;2,606632;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;18;137,7259;47,96815;19,45655;4,508992;18,8582;28,21914;0,5032815;3,781438;0,9017984;0,9728274;0,5203185;0;42,48927;4,763371;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;19;133,9078;29,99113;17,8649;4,882481;21,56082;26,7735;0,145492;4,218338;0,9764961;0,8932449;0,7000887;0;42,07619;8,168344;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;20;135,6206;33,48543;18,33276;4,818416;14,73504;26,9797;0,03291089;4,234685;0,9636831;0,916638;0,6651457;0;42,97602;7,355418;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;21;130,5904;-85086,88;19,46061;4,948478;73,95195;32,22706;0,2230286;4,179165;0,9896957;0,9730303;1;0;50,67596;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;22;132,0237;-5226135;19,53342;5;94,53626;35,2765;0,2263243;4,186457;1;0,9766709;1;0;52,10921;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;23;145,1434;59,06789;18,82753;5;17,35881;29,41083;0,2070782;4,171741;1;0,9413763;0,4093211;0;48,55769;3,414268;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;24;144,5142;57,32506;18,73525;5;13,5947;29,32085;0,06976649;4,202043;1;0,9367626;0,4267494;0;48,11169;3,597533;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;25;120,5414;-18,11553;17,65867;4,846407;-2,530228;26,8575;0,1816976;4,210554;0,9692814;0,8829336;1;0;40,62689;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;26;141,7883;78,59792;18,17368;4,899303;11,1999;33,3661;0,2386608;4,220069;0,9798607;0,9086838;0,2140208;0;43,68867;1,900396;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;27;125,2329;-8,386398;18,79134;4,836449;-1,909746;27,14409;0,2112757;4,280505;0,9672897;0,9395669;1;0;45,31841;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;28;139,5218;67,59105;17,85313;4,890738;4,924455;32,67155;0,203299;4,15531;0,9781475;0,8926567;0,3240895;0;42,16575;2,643935;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;29;133,2967;50,22247;17,90593;4,600886;13,2097;28,53241;0,1312931;4,210469;0,9201773;0,8952963;0,4977753;0;37,74855;4,451877;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;30;132,1508;47,05936;17,497;4,656137;13,56413;28,19554;0,1482467;3,972434;0,9312273;0,8748501;0,5294064;0;37,0458;4,895024;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;31;142,5499;47,43987;19,34382;4,810037;-1,894094;38,04317;0,4451836;4,256006;0,9620073;0,967191;0,5256013;0;47,38931;4,839464;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;32;143,8479;54,67754;19,3004;4,839469;-0,9084876;37,44888;0,2918483;4,249276;0,9678938;0,9650202;0,4532246;0;47,74279;3,894922;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;33;135,1925;76,46335;16,16807;5;7,398739;33,84101;0,2829989;4,30985;1;0,8084037;0,2353665;0;37,21856;2,026073;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;34;110,1336;-2397,593;14,08474;5;-21,89581;34,43378;0,3219706;4,305822;1;0,7042371;1;0;30,2191;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;35;121,0733;-1874,172;18,12012;4,763568;-20,6918;32,26302;0,2944631;4,278655;0,9527137;0,906006;1;0;41,15886;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;36;122,6448;69,82634;12,92448;4,827771;9,265575;31,68947;0,2264265;4,283674;0,9655541;0,6462238;0,3017366;0;25,11727;2,47245;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;37;128,9952;-0,4689026;19,52005;4,853654;-2,012012;27,90473;0,1390169;4,056865;0,9707308;0,9760024;1;0;49,08073;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;38;119,1062;-24,21175;17,55087;4,78345;-3,486163;27,23067;0,2071221;4,152946;0,95669;0,8775436;1;0;39,19178;20,08554;0
0;14;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;39;152,1232;69,7925;20;5;2,611797;35,52493;0,3130253;4,300186;1;1;0,302075;0;54,59815;2,474962;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;0;152,1232;69,7925;20;5;2,611797;35,52493;0,3130253;4,300186;1;1;0,302075;0;54,59815;2,474962;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;1;152,027;70,22763;19,97647;5;6,091039;32,72413;0,4268884;3,89581;1;0,9988238;0,2977237;0;54,46986;2,442864;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;2;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;3;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;4;151,1572;90,69734;19,60416;5,037781;8,661096;41,17181;0,2853571;4,359936;1;0,9802078;0,09302658;0;52,47913;1,321913;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;5;153,1442;88,12289;20;4,998816;5,498968;45,76894;0,2423797;3,664887;0,9997633;1;0,1187711;0;54,5723;1,428055;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;6;144,0335;75,75421;18,31728;4,997884;3,22561;37,4974;0,1693769;4,001731;0,9995767;0,9158638;0,2424579;0;46,10314;2,069638;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;7;143,5812;46,97483;18,8133;5;16,33812;28,10169;0,1038966;4,038426;1;0,9406652;0,5302517;0;48,48869;4,907453;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;8;150,8489;81,92216;19,62126;5;18,81251;33,76702;0,1404035;3,825138;1;0,9810628;0,1807784;0;52,56894;1,720019;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;9;118,9946;56,60805;11,29702;4,978391;27,02341;29,89087;0,1147079;4,125346;0,9956781;0,5648508;0,4339195;0;22,67035;3,675755;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;10;133,5112;61,52618;16,5849;4,859541;21,61041;29,91746;0,1394978;4,316638;0,9719082;0,8292452;0,3847382;0;36,68276;3,171532;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;11;138,7648;85,1233;17,7996;4,792674;9,316152;36,30616;0;4,239944;0,9585348;0,8899802;0,148767;0;40,32736;1,562522;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;12;124,3861;-27,94204;18,37464;4,893469;13,84269;23,66148;0;4,233212;0,9786938;0,9187322;1;0;44,47165;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;13;138,2405;73,47256;17,00233;5;13,31365;31,87852;0,2255329;4,104105;1;0,8501166;0,2652743;0;40,45674;2,216264;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;14;128,448;27,35228;16,18706;5;3,428463;27,62998;0,2675115;4,380156;1;0,8093529;0,7264772;0;37,28928;8,84128;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;15;141,4671;14,16727;20;5;8,489101;25,92393;0,2296904;4,244667;1;1;0,8583273;0;54,59815;13,13108;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;16;137,1042;30,27335;18,11177;5;11,82534;26,83373;0,2247796;4,235038;1;0,9055887;0,6972665;0;45,20364;8,099475;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;17;128,4736;6,674942;18,91326;4,783567;-0,6438013;27,547;0,1293888;4,288363;0,9567134;0,9456629;0,9332506;0;44,91413;16,44057;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;18;141,9164;36,18229;18,85682;5;-1,673318;32,78452;0,2157253;4,18945;1;0,9428412;0,6381771;0;48,70017;6,783758;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;19;146,9431;52,1027;19,34778;5;0,6114552;32,77608;0,2111259;4,25819;1;0,967389;0,478973;0;51,15079;4,207712;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;20;151,6411;73,92365;19,85785;5;8,473457;32,77462;0,4180326;4,2459;1;0,9928924;0,2607636;0;53,82753;2,186475;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;21;140,9534;28,71686;19,15359;4,963502;14,26239;26,63673;0,3818992;3,900565;0,9927004;0,9576797;0,7128314;0;49,44002;8,48665;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;22;135,5333;32,80145;18,76288;4,714673;16,28487;26,89416;0,08543006;4,331423;0,9429346;0,9381438;0,6719854;0;43,04116;7,507905;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;23;125,2329;-8,386398;18,79134;4,836449;-1,909746;27,14409;0,2112757;4,280505;0,9672897;0,9395669;1;0;45,31841;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;24;143,8479;54,67754;19,3004;4,839469;-0,9084876;37,44888;0,2918483;4,249276;0,9678938;0,9650202;0,4532246;0;47,74279;3,894922;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;25;149,591;90,38105;19,6757;4,906984;23,86023;39,03354;0,4314011;3,938051;0,9813969;0,983785;0,0961895;0;50,9255;1,334516;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;26;146,4612;82,51449;19,5755;4,791974;19,61559;34,02305;0,5355129;3,592195;0,9583947;0,978775;0,1748551;0;48,15089;1,689724;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;27;127,9184;-169,4609;19,76045;4,738093;-0,6392547;20,56392;0,393001;3,915539;0,9476186;0,9880226;1;0;48,00391;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;28;140,8061;18,88564;19,55159;5;-0,847366;28,89434;0,4326656;3,269298;1;0,9775796;0,8111436;0;52,204;11,39792;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;29;147,5162;58,12168;19,56808;4,938957;7,979384;29,9852;0,1900004;4,163805;0,9877914;0,9784037;0,4187832;0;51,0288;3,512576;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;30;144,8467;32,09;19,61129;5,054311;2,078423;28,55248;0,1695263;4,00048;1;0,9805647;0,6791;0;52,51661;7,669872;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;31;131,5824;-30,43422;20;4,862093;28,12728;23,84195;0,2776271;4,341386;0,9724186;1;1;0;51,66792;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;32;144,1493;92,58962;19,39335;4,690349;21,85608;39,92918;0,3338792;4,336949;0,9380698;0,9696673;0,07410377;0;45,39828;1,24896;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;33;130,2278;-26,01633;19,73183;4,862717;37,4527;26,71002;0,09353509;4,109325;0,9725434;0,9865917;1;0;50,31333;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;34;128,7167;-1,558691E+07;19,76153;4,779058;100;33,13435;0,2963396;4,025006;0,9558115;0,9880763;1;0;48,80221;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;35;125,5467;-103,6135;18,99412;4,803007;-6,853309;25,86776;0,3530971;4,191885;0,9606013;0,9497059;1;0;45,63223;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;36;141,6608;46,58453;18,78946;4,908032;3,3292;29,73122;0,3127305;4,302029;0,9816065;0,9394732;0,5341547;0;46,62605;4,965251;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;37;116,8627;-64,85675;17,35907;4,684027;-5,377792;26,34882;0,1997352;3,588183;0,9368054;0,8679537;1;0;36,94824;20,08554;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;38;129,8122;10,74258;18,33781;4,896627;21,69874;25,52477;0,1901454;3,709544;0,9793254;0,9168903;0,8925741;0;44,36414;14,55191;0
0;15;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;39;151,4797;62,19935;19,99812;5;7,093519;30,79211;0,2369445;4,284621;1;0,9999059;0,3780065;0;54,58787;3,108124;0
0;16;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;0;153,1442;88,12289;20;4,998816;5,498968;45,76894;0,2423797;3,664887;0,9997633;1;0,1187711;0;54,5723;1,428055;0
0;16;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;1;152,1232;69,7925;20;5;2,611797;35,52493;0,3130253;4,300186;1;1;0,302075;0;54,59815;2,474962;0
0;16;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;2;152,027;70,22763;19,97647;5;6,091039;32,72413;0,4268884;3,89581;1;0,9988238;0,2977237;0;54,46986;2,442864;0
0;16;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;3;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;16;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;4;151,95;67,53821;20;5;10,01692;31,13458;0,2365016;4,240061;1;1;0,3246179;0;54,59815;2,64813;0
0;16;easyMode;17,19027;47,84244;1,793872;6,454951;4,886666;5;145,5574;58,29211;20;4,732205;8,369829;29,9427;0,02919123;4,240438;0,9464411;1;0,4170789;0;49,05206;3,494662;0
